recommendationid,appid,input_text,positive_topics,negative_topics,labels
128101746,1844650,"I mean you do know what you are getting with this. The one thing I did not know is how stiff and clunky the enemies are or just the overall jank of the game. Movement can he hindered at times if you are close to an object and the animation are well pretty poor. Does any of this matter, no. You want a xmas horror game, well you got it. It's short but does have some replay value. I was very pumped to play this and it did fir the bill and I actually beat the game in under 3 hours. Its cheap, weird, decent gameplay, gets you ready for full holiday depression in the best way. 6 out of 10, will hate Santa even more after this.","[""gameplay"", ""replayability"", ""value""]","[""graphics"", ""controls""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49720029,365980,"first of all i know there stands ""useless"" in the title but this game is so useless like a pc without power or a toilet for a dead body lol so dont fkn buy this game.... aaaand this game should be free to download if rly sumbody wants to play it lol",[],"[""value"", ""gameplay""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
33388905,468280,"Overall, the audiobook is great in terms of content, but poorly directed. I cannot recommend the DLC for the audiobook alone. The OST is excellent, and the sound quality is good; unless you are an audiophile seeking lossless OST, the DLC is worth the music alone. The OST is excellent, especially for fans of Retrowave, you get several great albums. However, if you want the OST to be in lossless (FLAC), do not buy this DLC. If you want FLAC, I would recommend heading to the Bandcamp site of Makeup and Vanity Set and buying it there. The MP3 file quality of this edition is still good, this is just for the audiophiles out there. The Audiobook is fairly... unrestricted in terms of indulging in violence, but it's all for ultimate badassery. What I do not at all enjoy is the technical direction of the audiobook. Dividing chapters into separate tracks is fine for most media players, but what is unforgivable for me is how some of the sections of a given chapter are not divided whatsoever. You are in one situation and then suddenly, the entire plot shifts to a different character in a different place without you knowing, causing a lot of confusion. Meanwhile other events in the plot are paced, slowing down for significant events or speeding up for more dynamic, acute settings. This makes me feel like the direction of the audiobook is not entirely thought out and nowhere near professional quality. It seems that all that mattered was the sound quality which, mind you, is fairly stellar, but not perfect, for I find bumps in volume with no apparent relation to storytelling. Will check if it's my player doing that, but I doubt it. Overall, I have mixed feelings about the audiobook.","[""audio"", ""content"", ""monetization"", ""value""]","[""audio"", ""ui_ux""]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
197822889,3572160,"I like they brought back smart cover from the first division, it's becoming a staple in some of my builds. Overall experience with the dlc is fine, had a fun time playing it but that might be because I like playing the division.","[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202679154,3111080,Blew up entire Hogwarts. 10/10,"[""gameplay"", ""content""]",[],"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202217178,938560,"I guess my opinion is different from the majority, as this game has overall positive reviews. I didn't like the story, graphics, gameplay or the music. In my opinion it's a very depressing game and I don't recommend it. There are several parts where there are no hints and I could not progress without looking up online how to do something, and had to repeat the same scene several times from the start, with no option to skip cutscenes I had already seen. Some of the scenes are very slow with very little action or anything that adds to the story, I felt bored and frustrated a lot of the time. There is no consequence for death, you just respawn instantly, so the enemies don't feel threatening, instead you just die over and over until you progress. The graphics are overly pixellated, and objects in the background and atmospheric effects have a higher resolution than the main sprites, which is a strange design choice, and one I'm not a fan of. If you're going for pixel graphics, my preference is to do it as if it's on an 8-bit or 16-bit console, and keep the pixel sizes consistent, Shovel Knight is a good example. The narration felt like it was trying to push a world view regarding pain and suffering. I guess some people enjoy wallowing in misery? The music is nearly all in the minor key, with slow melancholic piano and violins. The sound effects are decent, and change depending on the surroundings, e.g. echoing if you go inside a cave, I appreciate this and more games should have better sound design. The length of the game is very short, I completed it in 4 hours even though I got stuck and back tracked multiple times. Some of the story scenes didn't make much sense and I felt like the game was unfinished and didn't explain everything; there were some loose ends. I think I expected it to be more like Hollow Knight or Ori and the Blind Forest, just a nice platforming game, but it's not really that. It's more trying to tell a story using a game as the medium instead of a film or book. I just think it fell short of its promise and could have done more as a game. SPOILERS - scenes from the game and ending: You play as 3 characters, an old man, a young girl and a knight. The young girl scenes were slow, and require you to examine everything in each room multiple times to find something the game wants you to interact with. Then you get a cut scene hinting about domestic abuse and kidnapping, but the distressing scenes turn out to be not quite what the game makes out at first. I won't give the story away, but in the girl's mind she sees one thing and the reality is different as she doesn't have all the facts. The scene I was stuck on was getting into the attic; there was no hint that I needed an item from downstairs. The old man scenes require you to solve puzzles and do a bit more platforming, where there are enemies to avoid, this is ok, but there was a lot of frustrating back tracking and no hints about how to get the black heart to fix the elevator. There were a couple of scenes where I died over and over as this character, as the enemy sometimes spawns right in front of you, or a bat just keeps knocking you off a platform. The knight scenes had more action and you can kill enemies with a sword and use a grappling hook to traverse obstacles. It would have been great if they just ran with this concept and fleshed it out more with some boss fights and upgrades, but the serpent boss at the end was only a cutscene. The keeper, the main antagonist, isn't really explained, and I didn't 100% understand the fountain scene and so the game felt unfinished, as I had hoped everything would tie in together and explain the bigger picture.","[""audio""]","[""story"", ""graphics"", ""gameplay"", ""difficulty_balance"", ""ui_ux"", ""content""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
140510087,2417351,NO MORE EMOTES,[],"[""ui_ux""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
201755923,1001270,"I recommend the game but please read the long review. In this game leveling up is easy. But quite grindy to maintain that upped level properly. This is a really cute game AND equally tough to manage lol.. 😂 I request to DEVs please don't get me wrong. The game is honestly cute. I love all characters walking around, lively city, shops to buy ingredients, the graphics style, recent HUGE and FREE bakery update, Just because of this cuteness and my love for cooking games made me buy it even though I knew I'll never be good at this game. 😅 This game is solely for multiplayer. Solo players like me will look for a moment to breathe if gone wrong. Customer patience meter is low and food servings available in one cook is low as well. So when your restaurant is gaining fame, customers will come in more. Each of them won't have much patience, the food servings will end in a blink. But before you can cook the next serving -- your customer will rush out in anger. 😡 There's no setting available to turn up the patience meter longer or increase the servings number. So a solo player is never able to offer more than 2/3 recipes in their restaurant menu .🙄 The cooking process is not very easy as well. You'll level up soon but you gonna need couple practice cooks to offer servings after servings to your customers without loosing them. Ingredients will run out quickly. Every ingredient needs extra step to be prepared to use in the cooking/garnishing which is realistic I'd say. It's very easy to make mistakes during cooking if you're not paying attention. And throwing away food will decrease your ingredients quickly. In the middle of rush hour -- you'll find you're out of ingredients. You gotta wash your plates too or you will run out of plates to serve customers. Another and again another hurdle! 😭 Don't worry. There are some perks you can unlock to mildly help yourself, not much though. There's a Free mode too but it's a little odd. It's not like you're able to run a restaurant in free mode. It's rather a practice mode, NOT a sandbox mode. It's unnecessary but I use it to memorize recipes I've unlocked in career mode. So that I can cook and offer them to customers quickly. 😮‍💨 The game isn't much graphics heavy which is good. A mid-range PC/gaming laptop can handle it. The DEVs have recently released a whole free DLC to introduce baking side of culinary and a new map. Another con is -- some career mode recipes are locked behind gourmet challenges which I don't like. It's not fair to insist to enter a challenge to unlock recipes. 🙁 The game is addictive but a little simplicity, and a real Free/Sandbox restaurant mode with lots of customisable options are needed. There are some pesky bugs too which enters quickly but takes time to go away.","[""content"", ""graphics"", ""monetization""]","[""bugs"", ""difficulty_balance"", ""replayability"", ""ui_ux""]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
74902330,219444,"Completely dead multiplayer, no point in owning the DLC maps - or even the game, as all fun was derived from MP. And now, in that dead af MP, you can look like some actually decent characters. If only the actual game had any character building like that.","[""content""]","[""multiplayer"", ""content""]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
171492039,1613220,"Cute graphics, simple and casual gameplay. Nice little game easily worth a euro or two. Do miss several flags in the country selection though, not a single african nation represented! I bet it would be fun to play with kids, it's even playable several people at once sharing the same keyboard! Just wish you could alter the bots and set their difficulty level. As is they are just waaay too easy, which makes it boring. It just isn't that exciting just trying to beat your own score, especially once you've achieved scores around the world record, which due to the basic nature of the game only takes a couple of plays.","[""graphics"", ""gameplay"", ""value"", ""multiplayer""]","[""content"", ""difficulty_balance""]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29434721,304050,"This is probably my favourite game i have played it almost 400 hours and there is still so much to do and collect it isn't pay to win somtimes you will have to grind a few hours but its allot of fun and there are so many things to chose from (class, stats, mounts, looks, cornerstone, gems, ...) hope this helped you decide wether to play it or not but i would say give it a go but watch out you will probebly get addicted ;)","[""content"", ""gameplay"", ""replayability"", ""value""]","[""difficulty_balance""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202869888,240720,"I think Markiplier was overreacting, I've beaten this game 143 times atp, and have not once gotten genuinely angry at it. I was watching a video essay the other day, and the person in the video claimed that this ""isn't the kind of game you play for fun"" and that it's more suited for content, but I personally disagree. I love you Bennett Foddy and I love getting over it with you. I mean, yeah, it's difficult but also such a good time waster, especially when your hands are momentarily compromised. I usually play this game when I paint my nails :]","[""gameplay"", ""replayability""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107071415,673240,"A no from me. It's very amateurish and basic. Whilst I didn't encounter the same level of bugs as the highest rated reviewer, it definitely had an unpolished feel. Even down to hilarious things like the fridge door opening into the fridge as opposed to out. But basically the whole gameplay comes down to you wandering around a forest with a few buildings, collecting items to unlock the next steps, all the while avoiding a skinless figure. The story is incredibly thin. There's only one text note I could find which would explain the backstory to this mystery figure. Once the figure caught sight of me I couldn't seem to be able to find a way to get him to stop pursuing me, so as soon as I was spotted I just flung myself into him as quickyl as possible so I could quickly reload, with minimal progress loss (provided you keep manually saving). This is the absolute wrong way to go about creating a horror. As soon as you've detoothed the monster and basically made any encounter with them revolving around seeking death as soon as possible then you've lost any sense of danger the creature could possibly have presented. Now to be fair to the game it makes it clear what you should be doing without explicitly telling you. And so I kept plowing away and kept at it until the end although I was very surprised at how quick it was to complete. It needs another area or 2 to make this worthwhile. As it stands, even at 50% off this is too much of an ask for what it is.",[],"[""bugs"", ""content"", ""gameplay"", ""story"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
201864628,1244090,"Its great fun game, art and sound track are fire. Story is decent. Gameplay is fun, the mario rpg hit correctly for more damage/bonus is engaging. Difficulty is not overly hard, you will only really lose, when you can't figure out the locks on the attacks, but once you do it stays revealed forever, so its pretty simple next time around. Puzzles are trivial. Overall great game, the free DLC was fun and playing with a friend was also cool","[""audio"", ""gameplay"", ""graphics"", ""monetization"", ""multiplayer"", ""story"", ""value""]","[""difficulty_balance""]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163502259,2297960,"Here's my first 2hrs playing game review I'm not an FPS player but Relic Odyssey didn't make me feel dizzy or nausea. That's a big plus for people who don't often play FPS games. Game's plot is easy to understand and to play, game's pace is just right for me, not too fast or too slow to me feel asleep. Graphic is decent. HUD is simple, just display enough information for player, to me this is another plus point. No bugs in playing this game so far, but in terms of game experience it's not very good: - Lack of proper tutorial - The support language (Vietnamese) isn't good. Overall, I'm still enjoying playing this game despite the lacking I just wrote above.","[""accessibility"", ""bugs"", ""graphics"", ""ui_ux""]","[""localization"", ""updates_support""]","[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
129987511,1373080,"fun game, bought for 1.99 and definitely got my moneys worth.","[""gameplay"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201679396,585420,"[URL] This review is my own review of a game I enjoy. But to be blunt it was originally intended as a reply but you can't post replies bigger then 1000 characters and I wanted to leave a review of the game anyway. This game is superb and you don't need the DLC especially if you want to paly with friends or just good people Since August 7th of last year the game has received Major Content Updates:4 Content Updates:2 ""DLC Locked Updates"":1 Meaning that they, do not, release new $10 DLC every single update. half of the DLC is purely cosmetic and the remaining available DLC is worth the price in my opinion especially considering it goes straight to the developers. (minus the 30% cut out of all steam transactions). If you're gonna complain about the developers infringing on your ability to give them criticism, I suggest you do it in a more constructive manner and be more specific then, ""I complained and got banned from their discord server"". Moderation is a tool used to remove people who are being unconstructive and damaging a community. The trail makers development team is one of if not the most interactive dev team I've ever seen they support a lot of content creators and host competitions within their community. They've rated the best builds frequently for a long time. So I find it hard to believe that they wrongly banned you from their community. People do read these reviews, and it affects their opinions of not only the game but the real human developers and the moderation team you've criticized in this post. You're not the only one complaining about the optional DLC available for this game, and the onslaught of negative reviews impacts whether people consider supporting this lovely game. If you're going to give critique on a game please 1. have more than 18 hours in it 2. genuinely interact with the community if you're going to treat it like trash or at least take a moment to consider if what you're saying to real people online is fair or constructive. This isn't a review it's a complaint, if you're someone reading this review because it's close to or is the top negative review, I encourage you to do your own research and consider waiting for the game to go on sale to purchase the game and all the DLC at the same time if you decide the amount of content available without the DLC isn't enough. I personally only have a couple cosmetic DLC I purchased with the game a long time ago and have found the game to be a very pleasant experience even without the DLC.","[""content"", ""monetization"", ""updates_support"", ""value""]","[""monetization""]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44941720,361290,"Great DLC for OMSI 2, very detailed. This map is also REQUIRED if you wish to install any american map addons/mods and possibly some american vehicle addons. The DLC is worth it's full price, the map is very detailed and the D40LF is excellent with many features that other addon buses lack.","[""content"", ""monetization"", ""value""]",[],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11556013,314240,"I have been waiting for this game ever since I saw that it was going to be released, and so far... I love it. The concept is great and it's the kind of game I've been looking forward to playing. But, I ran into a glitch, when I sent my only Hero to the Tavern to lose fatigue, he kept duplicating, and it won't stop, I was still able to actively play the game, but the character kept spawning outside of the Tavern, walking to the house, and doing it again. Plus, when I need to select a quest, there is like 10 of the same character listed. I was hoping you fix this minor problem. Thanks. P.S, I recommend this game to everyone, and I bought it as soon as I could the day of release.","[""gameplay"", ""value""]","[""bugs"", ""ui_ux""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
158633077,624840,"Very good soundtrack, ""Dun Mora"" is on top. Has flac versions, but song names are ugly and metadata is nonexistent – authors should be ""Tilman Sillescu, Pierre Langer"" for every song, and also Conny Kollet for ""Shadowsong"" and ""Dun Mora"".","[""audio""]","[""ui_ux""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
202709430,339340,"I beat this out of pure stubbornness, but my god is this a dirty shitstained cumrag of a """"game"""". Made to purely frustrate the player and waste as much time as possible. I guess it has the old-school visuals and general setting that goes for it and is actually pretty well done here, but everything else is as bad as it can get. Cringe story, worse enemy design, Quality of life: unheard of. Just pure unfiltered Agony. The controls gave me aids and i consider legal action. 9/10 loved it actually","[""graphics""]","[""gameplay"", ""story"", ""controls"", ""difficulty_balance"", ""ui_ux""]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
202055845,553640,it's been 10 years but i just want to say this was the best game of my childhood and it's still the best game today,"[""other""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24264360,492710,Really had fun with this game. The AI is challenging and the physics feel pretty accurate though not perfect. For the price to enjoyment factor it's an easy buy.,"[""gameplay"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19816290,426590,"I reviewed this game back in 2016 praising it. The game was a turn based, RPG that was easy to get into and was interesting. But when I played it, updates were being pumped out and everything was going steady. Well, the game is now dead. No more updates, no more bug fixes, which leaves a big, fat clunky mess. You still can't build the town, the enemy is so strong it is borderline impossible, the story consist of fight bandits, fight orcs, build town, one of those objectives doesn't even work! This game is one of the reasons why early access gets a bad rep. Because it WAS good, now its a massive let down.","[""gameplay""]","[""bugs"", ""difficulty_balance"", ""content"", ""updates_support""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
68277153,1174980,funky,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96792867,1112050,"I wouldn't recommend this game. It's unfinished. I got it because it was only 67 cents on sale, and I'm not even sure it was worth that. Half of the things didn't work.",[],"[""bugs"", ""value"", ""content""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
197841824,3391370,"Lot of key to get a key to get another key and then another key, then when i got to Q1 and tried swimming down through the water, it insta killed me and made have to start a new game.",[],"[""bugs"", ""difficulty_balance""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40931490,803310,Very basic. Not what I was expecting.,[],"[""content"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
158648910,1932700,"Entomophobia Entomophobia is a bug-slaying bullet-heaven where you collect a variety of unique weapons and upgrades unlike anything I have seen in a bullet-heaven so far. It currently has a few issues but it is early-access so they may be addressed by full release, it is also fairly easy once you know what upgrades to take and I found myself afking to farm the 1,000,000 kills achievement. Gameplay There are 8 characters in this game each with different stats, starting weapons and abilities, you also get a choice of gun to take with you, of which there are 5. Characters and guns can be unlocked by either completing achievements or buying them with meta-currency. There are a tonne of weapons in this game and they all act and are visually unique to anything I have seen in other bullet-heavens, how many games can you slay enemies with cornflakes, waffles and lemons while using a sniper rifle? You can take up to 5 weapons and passives total, as well as a stackable augment at every level. There's currently no way to tell when a weapon is max and there are no rerolls or banishes to help you get what you want. There are 3 maps in the game that all play basically the same as one another, the only real difference being slightly less space to move around, which is only more difficult for the first few minutes of each run. Enemies come in the same waves at the same time in each run, with each run lasting 20 minutes. Most enemies play the same but a few will back away from you while shooting projectiles and bosses come every 4 minutes or so dropping you extra upgrades. You get Shells while you play which can be spent on new characters, weapons and meta-upgrades, there are only 5 meta-upgrades that are very passive, by the time I had killed 1,000,000 bugs for the achievement I had an extra 22,000 shells that I couldn't spend on everything. There needs to be another sink to spend these on, preferably more combat upgrades. The game in it's current state is too easy, it becomes trivial after about 5 minutes if you know what upgrades to pick, I would personally like some sort of difficulty modifiers similar to 20 Minutes Till Dawn's Darkness levels that allow for a bit more of a challenge. Achievements (18/18) 95% of your time with the achievements in this game will be spent farming the 1 million bug kills, it helps to play on the River map as enemies are pushed from outside the map quite close to you and you can average around 25,000 kills per run, It took me a total of 30 hours to grind both kills and deaths. Music/sound There are a few different songs in the game that fit well, but they get repetitive after a while. Settings/Accessibility/Misc No rebindable controls. Auto-aim available. In-game achievement menu to see progress. Enemy outlines, projectile enemies are visually distinct. Settings to change the overlay colour of character, enemies, background and dangerous objects (but you can't scroll down far enough to change the dangerous objects one), these could be useful for people with colour-blindness. TL;DR Bug-slaying bullet-heaven where you collect a variety of unique weapons and upgrades. Needs more difficulty options. 3 maps that play very samey, 8 characters, 5 guns, tonnes of weapons. No rerolls/banishes. A few meta-upgrades. Very grindy achievements. Check out my Curator page","[""gameplay"", ""content"", ""audio"", ""accessibility""]","[""difficulty_balance"", ""replayability"", ""controls"", ""ui_ux"", ""content""]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
202401803,3641940,"It's quick and cheap. For the price it's a decent incremental. I do like the story part of the game, the minigames get a little boring.","[""value"", ""story""]","[""content""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201405952,2124120,"Very fun extraction shooter with lots of weapon customization options! If you do die, while you do lose all of your gear, your congregation gives you money based on how much value you lost, so dying doesn't feel as bad either. Definitely worth the money, but I am hoping they add multiplayer at some point","[""gameplay"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201609259,1543380,"Game is VERY buggy. Would not recommend buying it. TLDR: Had to restart 3 times while building because of bugs and objects would disappear and equipment gets soft locked. Mechanics could be good if bugs are fixed. Edit: It appears the devs are very active! some bugs i have mentioned on here have already been fixed! I will play the game again as any bugs i find will likely be patched very quickly! OG Comment: Spent 1 and a half hours trying to make the ship the way i wanted it and things just kept vanishing for no reason. Anytime i press the menu button on my quest 3 controller it would make the whole ship turn transparent and it wouldnt revert when pressing the button again. Only way to fix it is by restarting... At one point i tried to put a carbon disc into the o2 gen and it just disappeared and wouldnt let me put a new one in. (I think i put it in the inventory at the same time.) Also if you leave a room when you have items floating they WILL be DELETED. (Not fun when they cost money) Fixed! Another bug is my right controller was unable to grab anything (Tablet, sliders, etc..) Only way to fix was by restarting. It sucks the building mechanics are so wonky because it COULD be very fun. Nice idea mid execution.","[""bugs"", ""gameplay"", ""updates_support""]","[""bugs"", ""value""]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
122561201,1944340,"YOU HAVE TO BUY THE CAR! not worth the pre order. Thought I was going to be driving around in my flashy wheels but had to spend all my money on hoes, so no car for me.",[],"[""monetization"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
72628000,1217720,"The game is very interesting! I downloaded and could not come off. We thought through everything to the smallest detail, many puzzles are easily solved, but there are also very complex ones! I've played with my friend all the day long and it was funny. I Recommend that game for everyone! :)))","[""gameplay"", ""content""]",[],"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201880249,3016480,"I bought this game cause I saw it was from the same developer as Dungeonmans. I liked that game, and the concept of this game seemed interesting. I bought it and played it for a bit. Beating level 1 and 2. I had a blast no bugs, besides some minor ones that was fixed doing a save and reload. My main issue was getting to level 3. I legitimately could not enter level 3 without some sort of issue or crash that prevented the game being played. I told the dev, and bam a day or 2 after it was fixed. The dev of this game is really nice, and tries to fix any bug that is reported.","[""bugs"", ""gameplay"", ""updates_support""]","[""bugs""]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203227603,473950,Beautiful little game. Loved the trippy sequences. Though I do think many of the puzzles were too easy.,"[""graphics"", ""gameplay""]","[""difficulty_balance""]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201930046,2561580,Graphically its really well done game and definitely you can take advantage of the photo mode to see this. The difficulty varies from quest to quest. I am enjoying it so far with the variation of enemies and the exploration. Also fast travel is really the perk in this game with a big map.,"[""graphics"", ""gameplay"", ""content""]","[""difficulty_balance""]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
