annotation_id,recommendationid,appid,review_text_clean,voted_up,label,positive_topics,negative_topics,is_valid,invalid_reason,annotation_note,annotation_status,word_count,char_count,votes_up,weighted_vote_score,api_model,api_error,human_verified
79,202404953,289280,The initial club song is a banger so I could not proceed after. Who doesn't like to party?,True,recommended,audio,,True,,초반 클럽 음악이 아주 좋다고 한 점을 audio의 긍정 평가로 판단함.,completed,18,90,0,0.5,gpt-5.4-mini,,True
80,29730325,558850,"""Beat"" the game in like 15 minutes it was an overall boring experience. It did the bare minimum to utilize what is special about VR, would whole heartedly not recommend.",False,not_recommended,,"gameplay,content",True,,"15분 만에 끝나는 게임 진행과 전반적으로 지루하다는 평을 gameplay 부정으로, VR의 장점을 제대로 활용하지 못했다는 전체 평가를 other 부정으로 판단함.",completed,30,169,8,0.59836262,gpt-5.4-mini,,True
81,46117813,845000,"4 days ago I bought the pack with 60% discount, now it's 90% discount. Unhappy.",False,not_recommended,,value,True,,할인 구매 직후 더 큰 할인으로 가격 대비 손해를 봤다는 불만을 value의 부정 평가로 판단함.,completed,15,79,8,0.3302173,gpt-5.4-mini,,True
82,198666146,444970,"SSS is a waste of Money in my opinion. Why? No Auto-start with Windows, because of the Pirates of the 7 Seas (allegedly) Only a few presets... of those only 3 were usable for Gaming, TV & Movie and Music. (But they sound very good with my Sony 7.1 Headset). You can't save (to my knowledge) your presets for EQ & Room Sound. The SW has big problems to normalise high pitched sounds. Meaning you are constantly fiddeling with the Volume Knob. The SW is prone to freeze up. Solution Terminate the process... restart the Sound Card. In 2 out of 10 crashes you need to reboot Windows. 2 BSOD during my time with the Software. My 50 Cent: Save your Money... Better try: FxSound (Github) (Freeware) (works out of the Box) and the more tinker'ish EqualizerAPO in tandem with HeSuVi (Freeware) (needs work to run correctly) Both sound great... not as Great as the Paris Preset for Music or the New York Preset for Gaming, but close enough. Thanks for Reading, be well.",False,not_recommended,audio,"value,audio,ui_ux,bugs",True,,"Sony 7.1 헤드셋에서 소리가 매우 좋다고 해 audio를 긍정으로, 프리셋 부족과 볼륨 조절 불편을 audio/ui_ux로, 프리징·재부팅·BSOD를 bugs로, 돈 낭비라고 한 부분을 value로 판단함.",completed,174,960,0,0.5,gpt-5.4-mini,,True
83,174085794,2227960,is like roblox paid game unfinished but you have 1$ i'd say it's worth a shot,True,recommended,value,content,True,,"1달러면 해볼 만하다는 말은 value의 긍정 평가로, 미완성이라는 표현은 content와 updates_support의 부정 평가로 판단함.",completed,16,77,3,0.56834537,gpt-5.4-mini,,True
84,42610827,729850,Thanks for giving this to me when the game went f2p.,True,recommended,value,,True,,게임이 f2p가 되었을 때 받았다고 언급해 금전적 이득과 구매 가치 측면의 긍정으로 판단함.,completed,11,52,28,0.75086725,gpt-5.4-mini,,True
85,202005472,2730540,"This game is deceptively simple to play and has an amazing amount of depth whether its game play, story, art, colors and effects. The amount of bops in the soundtrack is INSANE, its hard not to like all of them. I have seriously considered buying the music from steam. if you are a fan of anime you will adore this game. The voice acting is top notch as well. Also if you are paying attention to the conversations you'll realize there is an incredible amount of foreshadowing in this short game. There are only 3 VERY MINOR things I didn't like in the game. 1. The UI in the home base menu is not really intuitive in my opinion, especially some navigation bits. 2. There are times where I'd like a certain someone to be quiet while I navigate the menu 3. Cant choose tracks to listen to in-game and if multiple muses activate, you cant click on one to play their theme in battle 4th and smallest thing, i just wish the game was longer story wise. Also be warned this game is not a game that you play quickly. each battle is like a mini puzzle that you want to take your time with to end in as little turns as possible. The game is simple but It can be confusing to understand how to actually play cards properly on top of navigation in dungeons. basically as with other roguelites, you are suppose to repeat dungeons until you build enough level to tackle harder ones, but the hidden gem is that you aren't just leveling up or acquiring new cards , you are leveling up your knowledge base of the mechanics which is not quantifiable in game but is absolutely a stat you're increasing. Its a nice game for your brain to be honest. Overall, A+ across the board for me. Play this game if you like anime girls, card games and colors",True,recommended,"gameplay,story,graphics,audio","ui_ux,content",True,,"전투와 카드 운용의 깊이를 gameplay로, 줄거리의 복선과 스토리 길이 부족을 story로, 아트·색감·이펙트와 사운드트랙·성우 연기를 각각 graphics와 audio로, 홈 베이스 메뉴의 직관성 부족은 ui_ux로 판단했으며 게임이 짧다는 점은 content의 부정으로 보았음.",completed,325,1727,0,0.5,gpt-5.4-mini,,True
86,123412559,826660,"Decent word game with a superfluous timer. Feels juicy to play. The control scheme for the game is fun, and so is having the same controls in the menu. Also, the rosettes were pretty. Slight misgivings: ESC cancels out of the entire three-stage level, so you have to do it again; and the game absolutely hates alt-tab. And the game features some offputting play-forever achievements.",True,recommended,"gameplay,controls,graphics","controls,bugs",True,,"재미있는 조작 방식과 보기 좋은 로제트를 controls와 graphics의 긍정으로, ESC로 전체 레벨이 취소되고 alt-tab에 취약한 점은 bugs와 controls의 부정으로, 반복 플레이를 강요하는 업적은 replayability의 부정으로 판단함.",completed,65,383,0,0.5,gpt-5.4-mini,,True
87,16236437,376320,"This is the soundtrack for all the background music you hear in the game. If you played the game and enjoyed the music, I'd recommend picking this up as well. Alot of the songs are really catchy, and its hard to not like them. You can easily tell the band had alot of fun making the ""Tunes of the Heists"", alot of the songs are upbeat and ""happy"", I'd guess I would be happy too if I was rolling out of Fort Knox with $4mill in my van. This DLC is 8 bucks and is well worth it, seeing as how you will be supporting Shark Punch for further (high hopes) development on The Masterplan, AND showing your gratitude to the band for their good work.",True,recommended,"audio,value",,True,,"캐치하고 신나는 음악과 배경음악을 audio의 긍정으로, 8달러에 충분히 값어치가 있고 구매를 권한다는 점을 value의 긍정으로 판단함.",completed,126,642,8,0.56214678,gpt-5.4-mini,,True
88,47998479,953920,"If you're looking for a fun Stationary VR game this is a good one. It is a tower defence game, anyone who has played one knows the deal, each one has its own flavor. Haven't gotten deep into it yet and its early access, But already shows alot of promise.",True,recommended,gameplay,,True,,"타워 디펜스의 재미를 긍정적으로 평가한 점은 gameplay로, 전반적으로 가능성이 보인다는 평가는 other로 판단함.",completed,50,254,3,0.51642001,gpt-5.4-mini,,True
89,123831585,1921130,very interesting mix of a couple other horror titles cant wait try with some friends and to see where it goes,True,recommended,multiplayer,,True,,친구들과 함께 해보고 싶다고 한 부분을 multiplayer의 긍정 평가로 판단함.,completed,21,109,4,0.48236942,gpt-5.4-mini,,True
90,203161637,232750,"Great game! Especially good for those who like close range combat. Do save frequently, as you can get stuck in the environment sometimes. Also, if you roll a lot in combat to evade (you should), make sure to take a couple of steps towards your target before attacking, otherwise you will frequently attack in the wrong direction. Game has wonderful visuals and an exciting story. Game uses the rather unique SILK engine.",True,recommended,"gameplay,graphics,story","bugs,controls",True,,"근접 전투의 재미를 gameplay로, 멋진 비주얼을 graphics로, 흥미로운 이야기를 story로 판단했으며, 환경에 끼는 문제는 bugs, 공격 방향이 어긋나는 조작 문제는 controls의 부정 평가로 보았다.",completed,72,420,0,0.5,gpt-5.4-mini,,True
91,184002010,2024790,"5/10 - meh about 100 mins. game play, blind. says it has characters and history..? story of intrigue, sadness and hope ?? wanted to like it, but can't say so.",False,not_recommended,story,"gameplay,story",True,,"characters, history, story of intrigue/sadness/hope를 스토리의 긍정으로, 5/10과 meh 및 게임플레이에 대한 무관심 표현을 gameplay의 부정으로 판단함.",completed,30,158,0,0.5,gpt-5.4-mini,,True
92,128185311,2127750,Another gem from Black Hole... Great game!,True,recommended,other,,True,,게임을 전반적으로 ‘Great game!’라고 호평하고 있어 구체 요소가 없어 other의 긍정 평가로 판단함.,completed,7,42,0,0.5,gpt-5.4-mini,,True
93,202570975,1704490,Apart from the beyond fantastic puzzles that captivated me instantly but the story telling is just top-tier. Easily has become one of my favorites.,True,recommended,"gameplay,story",,True,,"매우 뛰어난 퍼즐은 gameplay의 긍정 평가로, 뛰어난 스토리텔링은 story의 긍정 평가로 판단함.",completed,24,147,0,0.5,gpt-5.4-mini,,True
94,35408220,707750,"Cool idea. but it needs some more work, here some Feedback. -Give the option to reset your postion to sync your real location to the drums in the VR space. -The High Heads does not work correctly most of the time. -The Bass Drum sounds completely wrong. -Overall the sounds need more tweaking. they need to variate in intensity on how hard you hit the instruments. -Add the option for a metronome -Add the option to add music you can play with.",False,not_recommended,,"bugs,audio,content",True,,"아이디어는 좋다고 했지만 전반적으로 추가 개선이 필요하다는 평가는 other의 긍정으로, 헤드 오작동은 bugs로, 베이스 드럼 소리와 음향 조정 문제는 audio로, 메트로놈과 함께 연주할 음악 추가 요청은 content로 판단함.",completed,82,444,18,0.70646936,gpt-5.4-mini,,True
95,30114290,339120,I am the world record holder for Fork Parker's Holiday Profit Hike. I challenge all who read this message to dare oppose me.,True,recommended,,,False,,게임 플레이나 시스템 평가 없이 세계 기록 보유와 도전장을 내미는 자기표현만 있어 전체적으로 다른 토픽에 속하지 않는 긍정적 표현으로 판단함.,completed,23,124,6,0.60702008,gpt-5.4-mini,,True
96,184065676,695440,"If you like puzzle mystery games with a dark story line, this is the game for you! One of my favorites, actually. I've completed it more than once!",True,recommended,"gameplay,story,replayability",,True,,"퍼즐형 미스터리 플레이를 gameplay로, 다크한 스토리를 story로, 여러 번 완료했다는 점을 replayability의 긍정 평가로 판단함.",completed,28,147,0,0.5,gpt-5.4-mini,,True
97,149217140,2382210,"It's too hard to see the airstrike style attacks coming, the tool-tips for upgrades don't have any text. Uses smart-phone style controls when it would work better as a proper twin-stick shooter, or with controls like those in Brigador. Brigador is a much better game and well worth the extra money, so just get that instead.",False,not_recommended,,"ui_ux,controls,value",True,,"공격을 보기 어렵다는 점을 difficulty_balance, 업그레이드 툴팁의 텍스트 부재를 ui_ux, 스마트폰식 조작을 controls의 부정으로, 더 비싼 Brigador가 훨씬 낫다고 한 부분을 value의 부정으로 판단함.",completed,56,324,1,0.37788022,gpt-5.4-mini,,True
98,42811665,602630,"This program is amazing looking around ofther people level is so good and will last for days worth of enjoyment, the building is also verey good and fun to use. one of the best programs i use and that i will keep comig back to. also some controle tip hold the gips on side of vive controller press grip/up to scale up and gip/down to scale down changes the whole feel of the dioramas, also use grip + left and right to rotate world :). when not holding grip left and right on track pad will change time of day.",True,recommended,"graphics,gameplay,replayability,controls",,True,,"시각적으로 좋다는 평가는 graphics, 건축과 조작이 재미있다는 평가는 gameplay, 오래 즐기고 다시 찾는다는 평가는 replayability, Vive 컨트롤 팁은 controls의 긍정 평가로 판단함.",completed,100,510,0,0.5,gpt-5.4-mini,,True
99,113528079,1397370,"although good, the soundtrack is lacking about 600 songs.... just go buy bonds instead of this",False,not_recommended,other,"audio,value",True,,"사운드트랙이 부족하다는 표현은 audio의 부정 평가로, 이 제품 대신 다른 것을 사라는 말은 value의 부정 평가로 판단함.",completed,16,94,7,0.60958076,gpt-5.4-mini,,True
100,157335803,1676710,"Robogal is a blend of various puzzles and VN, and all sprinkled with hentai fanservice. An attractive mix (to me) at a budget price. Worth trying, or should you skip it? You play as an unnamed robot constructor, taking orders from clients. Your work requires you to build robot girls based on real women. In order to collect data, you need to locate and interact with target models. Seven women, to be precise. You find them on a city map, where you can click on their pictures. Clicking initiates a VN-style conversation, followed by a puzzle. Puzzles vary a bit. You could be swapping tiles to complete a picture, searching the black screen with a camera to locate your model, mixing colours in a specific order, etc. None of the puzzles pose a real challenge, and the majority can be done in less than 2–3 minutes. After several scenes, you can assemble the bio-robot and move on to another order. There is nothing innovative or creative, but at least there is some variety. Also, after assembling, you can 'test' your creation. Since this is a budget title, my expectations were low. Still, while the puzzles were ok, the English translation sucks. It is better than machine translation, but not by much. Also, the 'testing' option is rather bland. To be honest, for the price asked, the overall quality is acceptable. I was neither satisfied nor disappointed. Just mid. The character art was simply recycled from other games form this dev. I am familiar with most, if not all, of the characters you encounter. Maybe one or two character poses are new; that's it. Moreover, the 'testing' part, i.e., an interactive hentai scene, feels rather lacking. There are a very limited number of very short animation loops. While the quality is fine, I sure expected more. All are uncensored, at least. As for the backgrounds and the UI design, all are fairly good. Similarly to art, the music was also familiar to me. All tracks were present in the other games of this dev. Cost-cutting approach, but the track choices are ok. Nothing catchy or memorable, but they serve their role as background fillers well enough. For the asked price - acceptable. No bugs encountered. To conclude, this game is a low-cost mix of puzzles and badly translated stories. Art and music are fine, but the hentai part is lacking. For a budget price, you get budget entertainment. Only with low expectations is it possible to have fun playing: 4.7/10",True,recommended,"gameplay,graphics,audio,ui_ux,value","difficulty_balance,content,localization",True,,"퍼즐의 종류가 다양하고 아트·음악·UI가 무난하다는 점은 긍정으로, 번역 품질 저하와 짧고 부족한 H씬, 너무 쉬운 퍼즐과 콘텐츠 재활용은 부정으로 판단함.",completed,419,2424,0,0.5,gpt-5.4-mini,,True
101,154065080,718210,"boring, bland, unintuitive The only good thing about this ""game"" is the awesome music, but that's only because Aweswan didn't make it themselves (the very first track is by TSFH). The camera control sucks. It scrolls suuuuper slow ... ... also, the map isn't a globe. That means the US is on the far left end and Japan on the far right end. If you wanna try to recreate WW2 and nuke Japan, you don't just cross the Pacific - you have to scroll aaaaall the way over there over the Atlantic, Europe, and Asia in slomo . I swear, the stupid plane carrying the Hiroshima bomb arrived faster in Japan than my mouse cursor did... Rest of the controls suck, too: The ""game"" has no shortcut keys, you have to do fu cking everything with the mouse. Graphics suck: The map is most probably from Google Images and there are no animations worth a damn. The attacks are ""animated"" with a few colored lines and the simplest of explosion gifs; but none of the catastrophes are animated... I mean, how cool (and easy to animate) would it have been to see an asteroid crash into the simplistic map? Speaking of the simplistic map: The game looks just plain boring. The sun's reflection in the ocean is the only good thing I remember about this lazy graphics. Wonder where Aweswan stole that from?... It's definitely not their own work. The ""game"" has a bajillion of cringeworthy typos. It would be somewhat forgivable, if the devs from Aweswan had another language than English, but since the devs apparently and fortunately no longer exist I couldn't find that out, so let's leave it with ""learn to spell, you swanheads"". Also, its mechanics make no sense. US and Russia start with no nukes? But the country I choose to start in has always 4 nukes, even if I start as Czechia, Congo, or Bhutan? And a few in-game years later literally everyone has nukes, even Tibetian monks!... Ridiculous. Imagine being afraid of nuking Liechtenstein or Andorra, because they might send some nukes back at you... -,- Also, while playing the game told me that Austria lost 120 million civilians. Last time I checked it had only about 9 million, though!?! And that RL number included civilians and military personell. Also, in my very first game Spain got immediately in turn 1 invaded and taken over by Andorra which evidently in the real world has no armed forces and is under Spain's protection... All that stupid stuff would've been okay, if it had been about some no-name fantasy countries in a fantasy world. Was it really that hard to come up with a fantasy world instead of this unrealistic immersion-breaking BS?...",False,not_recommended,audio,"gameplay,graphics,controls,localization",True,,"음악만 긍정적으로 언급해 audio로, 느린 카메라와 마우스 위주의 조작은 controls로, 유치한 그래픽은 graphics로, 오탈자는 localization으로, 비현실적이고 말이 안 되는 전반적 불만은 other가 아니라 gameplay의 문제로 판단함.",completed,457,2591,1,0.46378878,gpt-5.4-mini,,True
102,104959161,1812750,Absolute banger of a game definitely recommend this to support the creator it has some fatty jams as well.,True,recommended,"gameplay,audio",,True,,"게임 추천과 재미를 표현한 부분은 other, ""fatty jams""는 audio의 긍정 평가로 보이며, ""banger""는 게임플레이의 긍정으로 판단함.",completed,19,106,2,0.55294114,gpt-5.4-mini,,True
103,201898971,2803600,100% worth the price. The gun is one of my favorites that i currently still use and have 0 issues in the story. you also get 100 plat which alone is a deal. ( normal cost is 75 plat for $5 ) The mod is good if your just starting out and don't have any or many to choose from otherwise you will get it fairly quickly.,True,recommended,"value,content",,True,,"가격 대비 만족도와 100 plat 제공을 value의 긍정으로, 초반에 특히 유용한 모드라는 점을 content의 긍정으로 판단함.",completed,67,316,0,0.5,gpt-5.4-mini,,True
104,77434482,790570,"Couldn't progress because I couldn't reach something outside of the play space. Locomotion would fix this. Also, very fuzzy resolution.",False,not_recommended,,"controls,graphics",True,,"플레이 공간 밖의 대상에 닿지 못해 진행이 막힌 점은 controls의 부정 평가로, 흐릿한 해상도는 graphics의 부정 평가로 판단함.",completed,20,135,0,0.5,gpt-5.4-mini,,True
105,66150559,1084010,"I can't get the game to work at all. Level codes don't seem to work and can't determine what keyboard controls do what. Was very much looking forward to playing this classic from the past. Keeps reverting to map view, which then doesn't allow further game play. Only command that works is space bar which then restarts the game.",False,not_recommended,,"bugs,controls,ui_ux",True,,"게임이 아예 작동하지 않고 레벨 코드가 먹히지 않으며 맵 화면으로 되돌아가는 점은 bugs, 키보드 조작이 무엇인지 알 수 없다는 점은 controls, 지도 화면이 진행을 막는다는 점은 ui_ux의 부정 평가로 판단함.",completed,59,328,2,0.51810187,gpt-5.4-mini,,True
106,83438234,448230,"Approximately how long will this game be in Early Access? “5-6 Months” Release date: Mar 4, 2016. Today's date: 28 December, 2020. Hmmm... Math doesn't check out. I'm a big believer in Early Access, because some titles need to start making revenue to actually complete a title. Not everyone's got pockets of cash, or publishers. But 4 years is quite some time to wait for a game to show so little progress. There's not much to this. You fly a ship, which handles quite poorly. You shoot asteroids for points, which in turn are used to upgrade various parts of your ship. This just continues until you've had enough. Which wasn't long.",False,not_recommended,,"gameplay,controls,updates_support",True,,"비행과 업그레이드 루프가 금방 질린다는 점을 gameplay 부정으로, 조작감이 나쁘다는 점을 controls 부정으로, 4년째 진전이 적은 얼리 액세스 상태를 updates_support 부정으로 판단함.",completed,112,634,1,0.51508617,gpt-5.4-mini,,True
107,166040435,2780940,"музыка отвратительная, за это минус, а остальном плюс",True,recommended,,,False,,비영어리뷰,completed,8,53,0,0.47244096,gpt-5.4-mini,,True
108,131440897,1846030,"A Brief Review of HyperLeague Heroes HyperLeague Heroes is terrific fun. I started playing at the end of December. As of this writing, I am about 500 hours in. I picked up the game just before a holiday event ended. The event unlock is still a member of my current team. The artwork appeals to me, along with the variety of villains, heroes, and monsters you can choose to form your line up. My playtime is predominantly idle but I do go active periodically. The game has many options that allow you to strengthen your characters and build up your team. Leveling up, upgrading your base, perks, fusions, battle formations, and gearing up feel meaningful; that is, when I make decent choices, I can get some pretty impressive advancements and progress. Well… for me. I am not the greatest player. You won’t find me passing you on the leader-boards or anything. One last observation—I find it encouraging that the developer consistently revises and updates the game. If you like idle or auto-battle games, I would recommend giving this a go. I certainly have had a blast so far.",True,recommended,"graphics,content,gameplay,updates_support",,True,,"아트워크와 다양한 영웅·빌런·몬스터, 강화와 성장 요소, 개발자의 꾸준한 업데이트를 각각 graphics, content, gameplay, updates_support의 긍정 평가로 판단함.",completed,188,1076,7,0.62320864,gpt-5.4-mini,,True
109,86835334,867690,"The gameplay is level based and monotonous. its too easy to kite enemys, combat does not feel enjoyable and stealth just doesnt matter, theres very little to craft and half the things you can craft don't seem to do anything worthwhile. the visuals are alright, probably not to most peoples tastes though. I expected something a little darker and a bit gritty, but theres constantly stock music playing in the backround thats reminiscent of android shovelware. theres a few mechanics that seem to do nothing such as bagging corpses and the rage meter, which is basically a stamina bar. tho i have had negative rage before and nothing happened. Even though i only played the first 3 levels I dont wanna play anymore, first impressions are important and this left a sour taste in my mouth. Even though i will be refunding this game I wish the devs better luck on their next one.",False,not_recommended,graphics,"gameplay,audio,content,bugs",True,,"레벨 기반으로 단조롭고 전투·은신이 재미없다는 점은 gameplay, 제작 요소가 적다는 점은 content, 배경음악이 별로라는 점은 audio, 여러 메커니즘이 아무 효과가 없고 음수가 되어도 반응이 없다는 점은 bugs의 부정 평가로 판단했고, 그래픽은 무난하다는 긍정 평가로 판단함.",completed,154,875,6,0.62042278,gpt-5.4-mini,,True
110,117149732,1506300,"I thought it was entertaining for a little but i think they raised the price not worth 11,49 was worth it when it was like 1.49",True,recommended,,value,True,,가격이 11.49로 올라 현재는 그 가격만큼 가치가 없다고 평가해 value의 부정으로 판단함.,completed,26,127,1,0.51999998,gpt-5.4-mini,,True
111,36153807,413240,"This is a disgusting gem of a short movie. The visuals are horrifically unsettling and the delivery is hilarious. It makes for a unique viewing experience. Purchased on sale for .99 and I believe it was completely worth it. It is a bit on the short side, but did we really want this movie to be longer? well, maybe just a bit. I would recommend for sure! Off to go make some milk now",True,recommended,"graphics,audio,value",,True,,"시각 연출과 전달 방식의 독특함을 graphics와 audio의 긍정으로, 세일가 대비 만족감을 value의 긍정으로 판단함.",completed,74,383,2,0.50889677,gpt-5.4-mini,,True
112,137480100,1247920,"no one posted anything helpful. yes wasd control, e = interact, space = jump. But how the fruit loop do you get pass stuff? running around randomly clicking on stuff. glowing grass heals, glowing dead bugs kill. followed the white arrows to switches and dead ends. wondering if I should bother googling how to play this game. alot of a hassle",False,not_recommended,,"gameplay,ui_ux",True,,"WASD, 상호작용키, 점프 안내는 controls의 긍정으로, 진행 방법이 불명확하고 여기저기 헤매는 점은 gameplay와 ui_ux의 부정으로 판단함.",completed,61,342,5,0.58630526,gpt-5.4-mini,,True
113,150209087,2494110,This is a fun single-screen platformer. You must collect a key in each level to progress to the next. You must collect a coin in each level to 100% the achievements. I love the minimalist graphics. Took me just under an hour to complete the game. Thumbs up. Recommended.,True,recommended,"gameplay,graphics,content",,True,,"키를 모아 다음 단계로 진행하는 플랫폼 플레이는 gameplay, 미니멀한 그래픽은 graphics의 긍정 평가, 각 레벨의 키·코인 수집 구조는 content의 언급으로 판단함.",completed,49,270,0,0.5,gpt-5.4-mini,,True
114,202821979,232430,I bought this game a while a go it was on sale. And honestly I just found it very boring. I will never play it again. It just wasn't fun in my opinion.,False,not_recommended,,gameplay,True,,"게임이 지루하고 재미없었다는 평가는 gameplay의 부정으로, 다시는 하지 않겠다는 말은 replayability의 부정으로 판단함.",completed,33,151,0,0.44642857,gpt-5.4-mini,,True
115,201248850,2223840,they should make this cheaper because you also need to buy a nasa computer to play it,False,not_recommended,,"value,performance",True,,"가격이 비싸다는 점은 value의 부정 평가로, NASA 컴퓨터가 필요하다는 표현은 성능 요구가 과도하다는 점에서 performance의 부정 평가로 판단함.",completed,17,85,0,0.5,gpt-5.4-mini,,True
116,75062757,1009960,"A good RPG with a Cube World Alpha vibe ( procedurally generated worlds and quests ), nice OST, beautifull graphics and an active developper who cares about the community. I absolutely recommend you to try it !",True,recommended,"content,audio,graphics,updates_support",,True,,"절차 생성 월드와 퀘스트를 content의 긍정으로, 좋은 OST를 audio, 아름다운 그래픽을 graphics, 활발한 개발자 지원을 updates_support의 긍정으로 판단함.",completed,37,210,7,0.54253727,gpt-5.4-mini,,True
117,202271795,1728660,Simple yet awesome. More fun than many big name rally games.,True,recommended,gameplay,,True,,단순하지만 재미있다는 표현과 다른 랠리 게임들보다 더 즐겁다는 평가를 gameplay의 긍정으로 판단함.,completed,11,60,0,0.5,gpt-5.4-mini,,True
118,200270193,3200720,"I only received 2,000 royal crystals... steam lied....",False,not_recommended,,monetization,True,,"2,000 royal crystals만 받았다고 불만을 표해 과금/보상 구조에 대한 부정 평가로 판단함.",completed,8,54,0,0.41509432,gpt-5.4-mini,,True
119,24918274,352560,"Considering the price? Just not worth it. The Content itself is... ok, i guess. It's just basically another area (that doesnt really add anything either, its just a way to skip a different area in the normal way) with it's own boss, graphics and enemytype - like any other area too. And then theres the additional character, which at least has its own mechanics. It really just adds 1/10 of the content. Buuuuuut... with a DLC thats 30% of the price of the original game, i want at least either of these things: >at least 20%-30% more content, so that you at least pay for what you get - NOPE. >something done really well, thats totally different compared to the original game - NOPE. >something gameplaychanging, if only slightly, that enhances the original game too - NOPE. For like 1-2$ it would be fine. But this price is just too high for the little things you get. With many other DLCs you miss out on some cool stuff, but with this? Meh. For the most playthroughs i dont even use the DLC-part of the game. So i just can't recommend it. It feels like its just a tiny extra that shouldve been included in the original game from the beginning, nothing worth making a DLC out of.",False,not_recommended,content,"content,value,monetization",True,,"추가 콘텐츠가 조금 있다는 점은 content의 긍정으로, 가격 대비 양이 너무 적고 DLC 가격이 비싸며 대부분의 플레이에서 잘 쓰지 않는다는 점은 content, value, monetization, replayability의 부정으로 판단함.",completed,217,1182,11,0.53483045,gpt-5.4-mini,,True
120,198384773,2573050,"I got one-shotted by the smoking hot vampiress on the cover. I admit I bought slop, though. Even if on a heavy discount. Can barely stay awake scrolling through the incomprehensible plot and witty fake college banter. Scenes are few and far between.",False,not_recommended,,"story,content,value",True,,"이해하기 힘든 줄거리와 대사, 장면 수가 적다는 점을 story와 content의 부정으로, 할인 구매했지만 슬롭을 샀다고 한 점을 value의 부정으로 판단함.",completed,43,249,2,0.53753752,gpt-5.4-mini,,True
121,106155784,1764410,"Very fun minigames, love the tower defense game",True,recommended,gameplay,,True,,미니게임과 타워 디펜스가 매우 재미있다고 한 점을 gameplay의 긍정 평가로 판단함.,completed,8,47,0,0.5,gpt-5.4-mini,,True
122,202613108,1159690,Mind-numbingly repetitive and in dire need of basic QoL improvements.,False,not_recommended,,"gameplay,ui_ux",True,,"반복적이라는 표현을 gameplay의 부정 평가로, 기본 QoL 개선이 필요하다는 내용을 ui_ux의 부정 평가로 판단함.",completed,10,69,0,0.47619048,gpt-5.4-mini,,True
123,108983939,1826300,the puzzles are easy and fun to figure out but the game itself looks like ass. a very short puzzle game that has good puzzles but looks terrible,False,not_recommended,gameplay,graphics,True,,"퍼즐이 쉽고 재미있다는 부분은 gameplay의 긍정 평가로, 게임의 외형이 terrible하다는 부분은 graphics의 부정 평가로 판단함.",completed,28,144,1,0.47619048,gpt-5.4-mini,,True
124,136523648,2283910,"At 80 cents a minute, I would recommend that you look somewhere else. The only interesting this is the inclusion of a full length movie inside the game. Everything else looks like a mish mash of Unity assets from the store with unmodified enemy bodies. The gun play isn't terrible but honestly, I have no idea who this game is for. [URL]",False,not_recommended,"content,gameplay","value,graphics",True,,"80센트 분당 가격을 보고 가성비를 부정적으로 평가했고, 게임 내 풀길이 영화 포함을 content의 긍정으로, 총기 플레이는 무난하지만 스토어 자산을 섞은 듯한 외형을 graphics의 부정으로 판단함.",completed,62,337,6,0.53796965,gpt-5.4-mini,,True
125,202806831,1096530,"Game will fail with ""error loading failed"" if you have 0 KB sav file in your AppData\LocalLow\Tactical Adventures\Solasta\Saves folder. This probably would not be much of a problem if the game didn't sometimes put these empty files there.",True,recommended,,bugs,True,,0KB 저장 파일이 있으면 로딩 오류가 발생한다고 직접 언급해 bugs의 부정 평가로 판단함.,completed,38,238,0,0.5,gpt-5.4-mini,,True
126,136103560,1109205,Did not say it requires the other DLC to function. Will wait for a sale on that one to play this I suppose.,False,not_recommended,,monetization,True,,다른 DLC가 있어야 작동한다고 한 점을 유료 콘텐츠 의존성으로 보아 monetization의 부정 평가로 판단함.,completed,23,107,1,0.49931037,gpt-5.4-mini,,True
127,191551790,2260160,A good way to support developers,True,recommended,value,,True,,개발자를 지원하는 좋은 방법이라는 표현을 updates_support와 value의 긍정 평가로 판단함.,completed,6,32,0,0.5,gpt-5.4-mini,,True
128,172017403,1489330,"Yay, I can finally play Tower Defense Hero. This is a really good tower defense / MOBA hybrid game. For a long time, I have been searching for a Dota 2 and tower defense hybrid like this one. It has interesting features of hero RPG upgrade and tower defense upgrade. For the tower defense upgrade feature, I would also add that it is at the level of quality of the Project Myriad tower defense series. I highly recommend this game.",True,recommended,"gameplay,content",,True,,"타워 디펜스와 MOBA 하이브리드의 재미, 영웅 RPG/타워 방어 업그레이드 같은 특징을 gameplay와 content의 긍정 평가로 판단함.",completed,80,431,0,0.5,gpt-5.4-mini,,True
129,25700255,323341,"The puzzles in this DLC rely too heavily on split-second timing and trial and error to feel like a natural extension of the original Abe's Oddysee/New 'n' Tasty. If you enjoy twitchy games like Super Meat Boy then you'll enjoy this, if not you'll likely be disappointed.",False,not_recommended,gameplay,difficulty_balance,True,,"퍼즐의 핵심 플레이는 즐길 수 있다고 평가했지만, 분할초 타이밍과 시행착오 의존이 과도해 난이도 균형은 부정적으로 판단함.",completed,47,270,27,0.6696623,gpt-5.4-mini,,True
